Date,Location,Suspected_Target,People_Killed,Min_Civilians,Max_Civilians,Latitude,Longitude,Country
2015-09-01,"Sarai Bazaar, Miranshah, North Waziristan, Pakistan",6,8,4,14,32.645780,45.388639,Afghanistan 
2017-07-15,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,10,4,5,13.879273,69.508247,Pakistan
2016-10-19,"Nuristan, Afghanistan",0,4,16,8,32.264538,44.247901,Afghanistan 
2011-02-24,"Lawder, Abyan, Yemen",0,23,19,2,34.786528,71.524915,Afghanistan
2017-10-19,"Haska Mena, Nangarhar, Afghanistan",0,5,1,3,13.988914,63.958611,Afghanistan 
2010-01-06,"Spina Zhai, Nazian, Nangarhar, Afghanistan",0,1,14,13,32.927128,46.199615,Afghanistan
2018-02-22,"Spalaga, North Waziristan, Pakistan",0,4,2,5,13.634341,70.383056,Afghanistan
2018-05-24,"Umomi Bagh, Garamser, Helmand, Afghanistan",0,4,5,12,15.470031,70.301845,Afghanistan
2014-08-01,"Nasab, Shabwa, Yemen",0,7,8,11,33.150049,70.667034,Pakistan
2018-09-06,"Mahfed, Abyan, Yemen",0,2,12,11,33.029133,46.056321,Pakistan
2012-09-21,"Nazyan, Nangarhar, Afghanistan",0,5,5,27,34.689768,70.621679,Afghanistan 
2018-09-14,"Toorikhel, North Waziristan, Pakistan",0,7,2,4,13.988914,71.097316,Yemen
2015-01-03,"Kharwar, Logar, Afghanistan",3,5,1,3,14.540432,69.859740,Afghanistan
2012-09-01,"Helmand, Afghanistan",3,5,5,9,36.728590,69.885054,Afghanistan
2009-07-03,"Khray Chila Mossaki area of Mir Ali, North Waziristan, Pakistan",0,2,10,6,32.264538,70.394096,Afghanistan
2010-07-24,"Taraki, Dasht e Archi, Nangarhar, Afghanistan",0,2,10,19,0.028902,45.322857,Pakistan
2016-09-05,"Kandahar, Afghanistan",2,3,3,3,32.943065,45.449806,Yemen
2011-02-21,"Helmand, Afghanistan",0,2,3,8,32.943065,66.141526,Afghanistan 
2011-05-16,"Radaa, Bayda, Yemen",2,5,5,2,34.08218,68.909580,Pakistan
2016-01-19,"Marib, Yemen",2,3,6,10,36.079561,68.572411,Afghanistan
2017-01-20,"Kandahar, Afghanistan",1,2,2,13,32.320237,69.001648,Afghanistan 
2013-06-07,"Shahjoy, Zabul, Afghanistan",0,2,10,6,32.943065,69.597624,Yemen
2018-10-07,"Nangarhar, Afghanistan",0,3,3,8,34.910930,46.056321,Pakistan
2018-05-31,"Mir Ali, North Waziristan, Pakistan",0,5,8,10,33.940547,70.621679,Pakistan
2011-02-24,"Paktia, Afghanistan",0,1,19,2,32.434829,70.621679,Afghanistan 
2018-09-16,"Kazha Punga, South Waziristan",0,6,6,5,1.876645,69.955033,Yemen
2018-09-29,"Dwasarak, South Waziristan, Pakistan",0,5,28,1,13.988914,70.621679,Yemen
2018-03-05,"Sawmaa district, Bayda, Yemen",3,6,5,2,11.472013,71.097316,Afghanistan
2009-04-29,"Dand e Ghori, Pul-e-Khumri, Baghlan, Afghanistan",0,7,7,6,34.229212,70.667034,Afghanistan 
2017-11-25,"Al Qotn, Hadhramout, Yemen",0,5,9,27,32.290733,45.698821,Somalia
2012-01-12,"Mahfed, Abyan, Yemen",0,7,8,5,13.988914,42.546057,Afghanistan 
2017-12-01,"Achin, Nangarhar, Afghanistan",0,5,3,3,33.333847,67.189448,Pakistan
2016-04-14,"Sargardan, Hesarak, Nangarhar, Afghanistan",0,2,28,3,13.988914,70.621679,Pakistan
2012-01-23,"Ghwa Khwa, South Waziristan, Pakistan",0,4,20,12,34.171831,48.483723,Pakistan
2010-11-28,"Miranshah, North Waziristan, Pakistan",0,19,2,9,34.08218,45.698821,Pakistan
2016-10-03,"Parwan, Afghanistan",1,1,3,14,0.491919,67.904670,Afghanistan
2012-10-18,"Sangin, Helmand, Afghanistan",0,3,4,4,34.171831,67.189448,Pakistan
2018-09-21,"Sargardan, Hesarak, Nangarhar, Afghanistan",0,2,2,3,32.943065,68.238533,Yemen
2018-10-12,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",3,1,4,2,32.378567,70.954680,Pakistan
2018-07-22,"Khwargai, Kot, Nangarhar, Afghanistan",3,2,4,32,15.470031,69.297777,Afghanistan
2017-01-15,"Musa Qala, Helmand, Afghanistan",0,7,7,8,32.927128,68.6456967,Yemen
2012-09-02,"Shaqra, Abyan, Yemen",0,7,2,2,16.790181,71.026004,Yemen
2018-05-24,"Narai Obam, Haska Mena, Nangarhar, Afghanistan",0,6,11,7,32.191878,69.812089,Afghanistan 
2018-09-12,"Spina Zhai, Nazian, Nangarhar, Afghanistan",0,1,12,13,33.029133,70.954680,Afghanistan
2018-09-06,"Damadola, Bajaur Agency, Pakistan",0,2,3,18,31.363647,70.667034,Afghanistan 
2018-10-11,"Darga Mandi, North Waziristan, Pakistan",10,12,4,5,13.988914,68.417397,Afghanistan 
2012-05-28,"Central Yemen, Yemen",0,15,1,30,32.956928,63.958611,Yemen
2014-12-07,"Nargose and Chenar area, Kot, Nangarhar, Afghanistan",0,5,7,5,13.988914,69.526123,Pakistan
2018-05-31,"Aligal village, Ghaziabad, Kunar, Afghanistan",0,3,1,6,31.628871,70.788209,Yemen
2018-10-01,"Tol Khel, North Waziristan, Pakistan",2,2,4,19,32.927128,69.508247,Afghanistan
2018-03-19,"Hisokhel, North Waziristan, Pakistan",0,3,2,2,34.101429,63.958611,Yemen
2018-10-08,"Ishar Morr area, Qutab Khel, Miranshah, North Waziristan, Pakistan",0,2,14,20,34.351349,63.958611,Afghanistan
2018-05-26,"Machi Khel, North Waziristan, Pakistan",0,2,4,3,32.943065,64.266149,Pakistan
2018-09-10,"Darzab and Qishtepaäó†, Jawzjan, Afghanistan",2,3,1,5,13.634341,70.266666,Afghanistan 
2017-02-19,"Marja, Sangin and Babaji, Helmand, Afghanistan",2,11,3,2,32.645780,68.524714,Yemen
2018-06-02,"Hassokhel, near Mir Ali, North Waziristan, Pakistan",0,10,1,13,34.08218,70.248273,Afghanistan
2017-11-10,"Radaa, Bayda, Yemen",0,2,4,11,16.133333,46.516261,Afghanistan 
2012-05-20,"Mana, Shawal, North Waziristan, Pakistan",1,10,3,2,31.363647,69.383107,Afghanistan
2018-08-27,"Al Ain, Shabwa/Hadramout, Yemen",0,7,7,7,34.171831,69.859740,Afghanistan 
2012-06-13,"Dandi Darpakhel, North Waziristan, Pakistan",0,12,3,22,15.470031,49.127197,Yemen
2016-05-22,"Kushali, North Waziristan, Pakistan",0,4,8,6,33.545058,45.322857,Afghanistan
2012-09-20,"Bayda, Yemen",2,1,10,8,32.946490,62.145413,Yemen
2015-03-23,"Dandi Darpakhel, North Waziristan, Pakistan",0,2,2,12,32.746111,49.365314,Afghanistan 
2016-02-03,"Shurabak, Kandahar, Afghanistan",2,3,5,31,32.990218,70.621679,Pakistan
2009-10-21,"Ambar Shaga, North Waziristan, Pakistan",0,3,2,4,34.283562,70.147068,Pakistan
2010-11-07,"Shabwa, Yemen",0,3,3,1,35.804294,68.572411,Pakistan
2018-10-20,"Laghman, Afghanistan",0,9,1,1,34.171831,70.051802,Afghanistan
2018-09-04,"Al Majala, Abyan, Yemen",0,8,2,7,33.969092,70.667034,Pakistan
2016-07-15,"Ganki Khel, South Waziristan, Pakistan",0,6,18,11,31.363647,46.914966,Pakistan
2015-11-24,"Machi Khel, North Waziristan, Pakistan",0,5,4,6,34.215777,70.433361,Yemen
2017-10-10,"Khost, Afghanistan",0,25,13,3,1.116195,69.955033,Afghanistan 
2015-11-18,"Bay region, Somalia",0,4,4,6,34.08218,69.281793,Pakistan
2017-03-13,"Piri, Musa Khil, Khost, Afghanistan",3,6,5,10,31.363647,45.577100,Yemen
2012-05-02,"Jaar, Abyan, Yemen",2,11,5,5,13.216737,71.097316,Afghanistan
2016-08-29,"Seyagerd, Parwan, Afghanistan",0,1,6,2,33.435888,70.954680,Pakistan
2014-06-13,"Ras Kamboni, Somalia",2,12,9,15,32.947289,45.322857,Afghanistan 
2018-11-13,"Sarak Payin, Chahar Dara, Kunduz, Afghanistan",0,1,16,7,0.491919,67.189448,Afghanistan 
2018-09-06,"Danda Darpakhel, North Waziristan, Pakistan",1,2,3,15,32.434829,69.885054,Yemen
2009-05-09,"Chak e Wardak, Wardak, Afghanistan",4,2,8,3,34.08218,70.621679,Pakistan
2016-01-23,"Sangin, Sangin, Helmand, Afghanistan",1,2,2,4,34.08218,49.365314,Pakistan
2015-02-11,"Char Wazi area, Haska Mena, Nangarhar, Afghanistan",0,12,5,14,34.263148,45.322857,Somalia
2017-09-27,"Nangarhar, Afghanistan",0,20,5,5,31.363647,46.914966,Afghanistan
2016-07-27,"Zharki, North Waziristan, Pakistan",0,5,5,6,32.298231,70.748053,Yemen
2018-10-16,"Deegan, North Waziristan, Pakistan",2,3,7,14,33.150049,70.667034,Pakistan
2017-02-20,"Ladha, South Waziristan, Pakistan",0,8,2,18,34.171831,46.516261,Afghanistan
2016-05-07,"Madin Village, South Waziristan, Pakistan",0,7,1,9,31.363647,46.199615,Yemen
2012-06-20,"Logar, Afghanistan",0,4,11,16,33.688121,70.764423,Afghanistan 
2008-08-27,"Baghlan, Afghanistan",3,3,8,4,13.988914,70.002675,Afghanistan 
2015-05-22,"Nangarhar, Afghanistan",2,13,18,8,32.943065,64.852586,Afghanistan 
2016-10-06,"Peshogan and Abdul Khel äó†areas, Achin, Nangarhar, Afghanistan",2,18,4,2,13.6077214,70.621679,Pakistan
2016-04-07,"Nangarhar, Afghanistan",0,1,12,7,31.363647,70.145580,Somalia
2016-08-11,"Hamid Karzai airport, Kabul, Kabul, Afghanistan",0,10,8,13,32.613785,70.301845,Afghanistan
2015-01-07,"Jawf, Yemen",2,16,6,5,32.446463,42.778436,Pakistan
2016-07-27,"Jillib, Middle Juba, Somalia",0,2,6,16,32.959854,69.192391,Yemen
2010-01-19,"Datta Khel, North Waziristan, Pakistan",0,9,3,11,32.264538,65.903629,Pakistan
2012-06-07,"Hangu district, Khyber Pakhtunkhwa province, Pakistan",2,5,5,2,32.943065,68.868066,Pakistan
2017-12-12,"Dafaar, Shabwa, Yemen",0,5,8,5,31.132511,70.059245,Afghanistan 
2009-04-19,"Lawder, Abyan, Yemen",7,1,2,22,34.689768,70.555236,Afghanistan
2014-10-11,"Mohammad Khel, North Waziristan, Pakistan",14,5,2,1,13.216737,66.141526,Afghanistan 
2018-10-26,"Mukalla, Hadramout, Yemen",0,9,11,1,34.171831,45.388639,Yemen
2011-03-13,"Malangan Hassokhel, Tehsil Mir Ali, North Waziristan, Pakistan",0,10,6,8,34.171831,69.859740,Somalia
2017-07-29,"Shiltan, Shegal, Kunar, Afghanistan",0,3,1,8,34.014551,70.433361,Somalia
2018-09-27,"Lawder, Abyan, Yemen",0,1,6,1,34.516667,45.322857,Afghanistan
2018-10-14,"Balkh, Afghanistan",5,26,7,7,32.970019,41.583711,Yemen
2016-09-22,"Zabul, Afghanistan",0,6,7,24,34.08218,45.577100,Yemen
2012-12-01,"Ghanikhel, Nangarhar, Afghanistan",0,2,6,26,34.014551,70.407486,Pakistan
2015-12-22,"Nazyan, Nangarhar, Afghanistan",1,8,2,45,34.171831,70.277584,Pakistan
2018-09-12,"Chapahar, Nangarhar, Afghanistan",0,5,4,4,2.142622,70.621679,Afghanistan
2015-06-08,"Norak, North Waziristan, Pakistan",0,2,1,5,34.171831,69.955033,Afghanistan 
2016-10-21,"Mir Ali, North Waziristan, Pakistan",3,2,4,9,14.754630,71.127398,Yemen
2018-09-06,"Tapi Tool, North Waziristan, Pakistan",0,15,4,12,32.956928,70.136649,Yemen
2015-12-21,"Tortoroow, Lower Shabelle, Somalia",1,10,2,10,32.320237,68.238533,Afghanistan 
2012-06-25,"Badakhshan, Afghanistan",0,12,11,6,34.963097,66.141526,Pakistan
2008-09-02,"Kata Sang, Shaha Wali Kot, Kandahar, Afghanistan",0,1,7,7,31.363647,42.778436,Afghanistan
2015-07-20,"Southern Somalia, Somalia",0,2,2,2,13.135021,45.322857,Afghanistan
2014-09-24,"Gorgori, Haska Mina, Nangarhar, Afghanistan",0,17,4,1,14.754630,69.192391,Pakistan
2016-06-09,"Paktia, Afghanistan",0,1,8,2,31.900002,45.299386,Yemen
2011-09-21,"Azra, Logar, Afghanistan",0,2,10,4,36.079561,44.493660,Yemen
2018-10-18,"Sheerani, North Waziristan, Pakistan",12,3,3,5,34.468888,70.147813,Pakistan
2011-02-21,Mogadishu,0,2,12,15,5.152149,70.788209,Afghanistan 
2018-09-23,"Darazinda, North Waziristan, Pakistan",0,4,18,39,32.968480,71.026004,Afghanistan
2015-07-06,"Al Ain, Yemen",0,2,6,13,15.470031,70.469224,Afghanistan 
2014-06-13,"Dara I Pech, Kunar, Afghanistan",0,10,14,23,32.990218,70.667034,Pakistan
2018-10-20,"Khaso Khel, North Waziristan, Pakistan",0,6,2,12,5.152149,45.577100,Pakistan
2016-05-29,"Arhab, Sanaa, Yemen",0,3,1,15,13.988914,66.141526,Yemen
2017-05-18,"Paktia, Afghanistan",0,10,4,3,32.320237,70.147068,Afghanistan 
2016-05-17,"Budrab, Tagab, Kapisa, Afghanistan",0,5,4,6,15.470031,44.408734,Yemen
2018-09-06,"Danda Darpakhel, North Waziristan, Pakistan",0,15,9,13,32.943065,69.509999,Pakistan
2009-12-17,"Boya, North Waziristan, Pakistan",0,9,6,26,32.320237,69.192391,Yemen
2018-09-10,"Bayhan, Shabwa, Yemen",0,9,8,7,34.689768,45.903968,Afghanistan 
2012-09-20,"Hajr, Hadramout, Yemen",0,2,1,1,14.411870,49.365314,Afghanistan 
2018-09-20,"Bandar Khwar, Achin, Nangarhar, Afghanistan",3,4,3,6,35.221191,70.621679,Pakistan
2012-01-23,"Tarin Kot, Tarin Kot, Uruzgan, Afghanistan",0,4,3,29,32.519068,68.238533,Pakistan
2014-10-06,"Kata Sang, Shaha Wali Kot, Kandahar, Afghanistan",0,6,1,9,34.283562,68.572411,Afghanistan
2011-05-12,"Shawal, North Waziristan, Pakistan",0,6,3,1,31.499713,49.365314,Afghanistan 
2009-07-07,"Gorgori, Haska Mena, Nangarhar, Afghanistan",0,14,5,6,31.829949,70.277584,Pakistan
2016-01-23,"Want Waigal, Nuristan, Afghanistan",0,7,9,1,32.943065,46.199615,Somalia
2017-12-24,"Machi Khel, North Waziristan, Pakistan",2,22,11,6,13.135021,44.896136,Afghanistan 
2018-02-19,"Nangarhar, Afghanistan",1,7,6,16,32.984519,71.097316,Yemen
2018-09-25,"Nangarhar, Afghanistan",0,8,5,5,32.298231,70.145580,Afghanistan 
2017-08-24,"Kundhgar, Shawal, South Waziristan, Pakistan",0,5,9,2,32.320237,68.417397,Yemen
2017-07-23,"Marakishah, Abyan, Yemen",0,1,13,18,32.474231,69.955033,Afghanistan
2015-03-12,"Machi Khel, North Waziristan, Pakistan",0,3,10,5,4.655952,68.238533,Pakistan
2018-09-05,"Tabbi Tor Khel, Tehisl Ghulam Khan, North Waziristan, Pakistan",0,2,5,12,32.956928,70.407486,Afghanistan
2014-03-12,"Gomal, Paktika, Afghanistan",9,3,2,8,34.171831,70.169394,Yemen
2010-11-13,"Kurram Agency, Pakistan",0,2,2,6,34.352865,70.433361,Afghanistan 
2018-08-25,"Bayda, Yemen",0,10,3,7,34.846589,70.667034,Somalia
2018-10-21,"Wardak, Afghanistan",3,1,6,9,36.728590,70.6651371,Afghanistan
2016-05-29,"Achin, Nangarhar, Afghanistan",0,2,17,6,34.263148,69.841871,Afghanistan 
2011-06-03,"Wadi Abida, Marib, Yemen",0,1,2,2,33.150049,45.306426,Yemen
2018-09-17,Araara,0,2,28,2,35.325022,69.297777,Yemen
2015-03-25,"Mamond Dara, Achin, Nangarhar, Afghanistan",0,19,2,28,4.655952,69.207486,Pakistan
2017-11-29,"Wadi Ser, Hadhramout, Yemen",1,4,4,20,34.263148,69.207486,Pakistan
2013-11-01,"Abyan, Yemen",0,3,2,2,32.990218,70.121765,Yemen
2017-07-29,"Boya, North Waziristan, Pakistan",0,3,3,2,34.689768,62.450415,Afghanistan 
2015-03-10,"Zoi Nair, Tehsil Shawal, North Waziristan, Pakistan",6,5,2,1,31.363647,70.667034,Afghanistan 
2017-10-04,"Logar, Afghanistan",0,5,8,3,34.171831,43.416667,Pakistan
2015-10-23,"Hadramout, Yemen",0,5,4,2,32.990218,64.114227,Pakistan
2012-04-30,"Fathi Khani, Khogyani, Nangarhar, Afghanistan",0,2,7,6,33.245309,68.840692,Afghanistan 
2017-11-29,"Al Saeed, Shabwa, Yemen",0,2,5,3,31.626619,46.914966,Afghanistan
2018-10-06,"Danda Darpakhel, North Waziristan, Pakistan",2,5,9,2,34.092630,45.718941,Afghanistan 
2018-10-03,"Chapa Dara, Manogi, Kunar, Afghanistan",0,6,4,16,32.613785,63.958611,Yemen
2017-09-07,"Gaduud, Somalia",0,1,2,2,33.5484025,68.417397,Afghanistan 
2018-09-23,"Hassokhel, near Mir Ali, North Waziristan, Pakistan",2,3,11,11,34.092630,69.621456,Afghanistan 
2017-10-16,"Shonkorok Valley, Shegal, Kunar, Afghanistan",0,2,4,8,32.968480,69.207486,Afghanistan 
2011-10-14,"Lower Shabelle, Somalia",0,2,8,6,34.171831,68.238533,Afghanistan 
2016-06-11,"Datta Khel Kalai, North Waziristan, Pakistan",25,14,1,8,31.132511,67.189448,Afghanistan
2015-11-14,"Vicinity of Debatscile, Somalia",0,9,25,2,1.116195,70.667034,Afghanistan 
2014-01-24,"Logar, Afghanistan",0,7,27,10,33.358507,64.266149,Afghanistan 
2017-02-26,"Logar, Afghanistan",0,10,12,8,32.990218,69.216232,Afghanistan
2009-01-23,"Gortipa, Kunduz, Afghanistan",0,2,2,3,32.943065,70.621679,Yemen
2016-02-03,"Bal Chiragh, Faryab, Afghanistan",0,20,2,22,33.333847,69.955033,Somalia
2018-09-09,"Kunar, Afghanistan",0,4,1,2,16.133333,45.869518,Afghanistan 
2018-09-19,"Tol Khel, North Waziristan, Pakistan",0,5,2,5,31.363647,66.141526,Yemen
2017-03-18,"Babrak Thana, Khost, Afghanistan",0,5,2,18,32.956928,71.097316,Pakistan
2011-09-05,"Damadola, Bajaur Agency, Pakistan",2,2,17,6,13.988914,70.145580,Pakistan
2010-07-15,"Nangarhar, Afghanistan",0,4,3,9,34.08218,69.281793,Somalia
2018-09-11,"Char Khel, North Waziristan, Pakistan",1,15,3,1,1.876645,65.665856,Pakistan
2018-08-10,"Wardak, Afghanistan",0,2,4,3,32.970019,46.516261,Pakistan
2018-10-26,"Char Khel, North Waziristan, Pakistan",2,1,4,17,32.943065,45.903968,Afghanistan
2012-05-05,"Nangarhar, Afghanistan",0,4,2,17,34.171831,70.667034,Pakistan
2014-12-29,"Tarin Kot, Tarin Kot, Uruzgan, Afghanistan",1,10,17,4,16.930413,70.336069,Afghanistan 
2010-05-24,"Nangarhar, Afghanistan",1,1,19,4,34.099577,46.914966,Pakistan
2015-07-14,"Khesoor, North Waziristan, Pakistan",0,5,10,10,35.670747,70.667034,Afghanistan
2016-01-08,"Kunar, Afghanistan",5,8,9,3,32.311872,65.000853,Afghanistan 
2018-10-01,"Issori, North Waziristan, Pakistan",0,4,13,12,33.706199,69.788262,Afghanistan
2013-04-17,"al Qrishia, Bayda, Yemen",3,3,5,9,34.08218,66.141526,Pakistan
2017-07-08,"Laghman, Afghanistan",0,11,8,18,33.695975,70.788209,Afghanistan
2018-10-25,"Farah, Afghanistan",3,10,8,24,31.664217,64.852586,Yemen
2011-07-05,"Laghman, Afghanistan",0,3,1,2,32.613785,69.859740,Pakistan
2018-09-16,"Aziz Khel, North Waziristan, Pakistan",3,23,4,6,32.990218,70.555236,Pakistan
2018-10-12,"Kabul, Afghanistan",0,11,14,3,14.325435,70.002675,Afghanistan
2009-12-31,"Wardak, Afghanistan",0,4,1,5,34.689768,70.752529,Somalia
2015-06-04,"Wadi Abida, Marib, Yemen",0,1,5,5,16.790181,69.978855,Afghanistan
2013-08-30,"Usylan, Shabwa, Yemen",0,9,4,5,33.333847,45.322857,Pakistan
2018-09-10,"Laghman, Afghanistan",0,6,8,18,32.320237,62.450415,Yemen
2011-09-30,"Danda Darpakhel, North Waziristan, Pakistan",0,11,13,2,31.363647,69.859740,Yemen
2016-01-14,"Nuristan, Afghanistan",0,6,5,6,34.171831,64.905954,Pakistan
2018-06-30,"Zoy Nari, Shawal, North Waziristan, Pakistan",2,5,1,1,14.754630,70.621679,Afghanistan
2012-03-18,"Jawzjan, Afghanistan",2,12,4,5,32.613785,70.764423,Afghanistan
2015-07-07,"Mohammad Khel, North Waziristan, Pakistan",0,6,4,21,32.191878,68.4032319,Afghanistan 
2016-08-24,"Kari Kot, South Waziristan, Pakistan",0,9,3,4,34.846589,69.841871,Pakistan
2017-01-15,"Tapi Tool, North Waziristan, Pakistan",0,4,6,5,34.08218,64.852586,Somalia
2017-01-08,"Maidan Wardak, Afghanistan",4,8,1,16,13.216737,46.914966,Afghanistan 
2018-05-23,"Serai, Sawkai, Kunar, Afghanistan",10,1,39,12,32.290733,70.667034,Afghanistan 
2018-10-02,"Shaltan Darra, Shegal, Kunar, Afghanistan",0,9,14,3,13.988914,69.955033,Afghanistan 
2017-04-17,"Saidgai, Datta Khel tehsil, North Waziristan, Pakistan",0,3,2,2,31.363647,69.859740,Afghanistan 
2009-12-24,"Barmal, South Waziristan, Pakistan",5,6,1,11,33.706199,70.667034,Pakistan
2018-09-26,"Maroufkhil, Khushamand, Paktika, Afghanistan",1,4,5,4,34.08218,68.238533,Yemen
2008-11-27,"Datta Khel, North Waziristan, Pakistan",0,11,12,8,32.311872,69.955033,Pakistan
2009-07-08,"Jeezat al Qotn, Moudia district, Abyan, Yemen",0,11,4,4,34.092630,68.868066,Pakistan
2018-09-21,"Lal Pura, Nangarhar, Afghanistan",0,5,3,9,34.014551,64.404444,Afghanistan 
2010-07-25,"Pekhar Khor area and Nari Oba area, Achin and Haska Mena, Nangarhar, Afghanistan",0,5,8,4,34.783249,70.621679,Pakistan
2014-03-05,"Jilib, Middle Juba Region, Somalia",6,1,4,4,16.930413,69.937167,Pakistan
2018-09-11,"Achin, Nangarhar, Afghanistan",0,5,3,44,34.846589,69.841871,Afghanistan 
2018-10-25,"Hawai, Lower Shabelle, Somalia",5,20,3,6,36.694511,44.896136,Pakistan
2015-05-14,"Gorgori, Haska Mina, Nangarhar, Afghanistan",2,9,10,17,33.150049,70.532443,Afghanistan 
2018-09-27,"Khesoor, North Waziristan, Pakistan",3,23,23,4,32.943065,69.955033,Afghanistan 
2010-10-18,"Shehr, Hadhramout, Yemen",0,6,2,3,34.08218,70.002675,Yemen
2011-05-10,"Khushali, South Waziristan, Pakistan",0,6,15,2,29.393754,70.621679,Afghanistan
2010-09-26,"Jillib, Middle Juba, Somalia",0,1,8,7,33.940547,70.907123,Somalia
2016-03-26,"Gorgori, Haska Mena, Nangarhar, Afghanistan",17,5,11,8,15.470031,69.937167,Afghanistan 
2011-09-11,"Helmand, Afghanistan",0,10,2,6,15.185167,70.246785,Afghanistan
2017-08-30,"Between Marib and Shabwa, Yemen",0,3,13,25,33.029133,68.238533,Afghanistan
2009-06-14,"Awdhegle, Lower Shabelle, Somalia",0,4,2,12,13.634341,70.433361,Pakistan
2017-07-01,"Lower Shabelle, Somalia",1,4,6,9,14.540432,45.577100,Somalia
2013-12-27,"Lower Juba, Somalia",0,5,9,4,32.938775,69.955033,Pakistan
2016-03-22,"Oghz, Haska Mena, Nangarhar, Afghanistan",0,6,3,18,31.628871,47.446588,Afghanistan
2016-12-24,"Wach Ghrak area, Ahmadabad, Paktia, Afghanistan",0,4,6,17,33.330066,45.306426,Afghanistan
2016-10-06,"Achin, Nangarhar, Afghanistan",0,1,2,2,13.634341,70.433361,Afghanistan
2015-08-04,"Datta Khel, North Waziristan, Pakistan",4,2,7,15,32.927128,45.322857,Afghanistan
2016-08-12,"Ganki Khel, South Waziristan, Pakistan",0,8,3,1,33.940547,44.247901,Afghanistan 
2016-03-30,"Al Arqoub, Abyan, Yemen",0,2,3,2,32.884051,70.147813,Yemen
2008-08-30,"Maidnak and Chehal Gazi, Achin, Nangarhar, Afghanistan",0,3,11,24,33.815206,70.263154,Afghanistan 
2014-09-11,"Farah, Afghanistan",0,16,9,1,33.815206,71.097316,Afghanistan 
2018-10-30,"Paktika, Afghanistan",2,1,7,4,13.988914,70.621679,Somalia
2017-11-13,"Khugyani, Nangarhar, Afghanistan",4,7,4,3,37.122858,68.417397,Afghanistan
2016-08-24,"Baghar, South Waziristan, Pakistan",0,2,7,2,34.171831,69.508247,Afghanistan
2012-03-18,"Khushali Village, Mir Ail, North Waziristan, Pakistan",0,1,5,3,34.351349,69.508247,Afghanistan
2010-10-08,"Mukalla, Hadramout, Yemen",0,7,18,12,32.943065,42.778436,Afghanistan
2008-11-29,"Melawe, Nazyan, Nangarhar, Afghanistan",0,18,4,5,15.470031,70.246785,Afghanistan
2018-09-09,"Nazyan, Nangarhar, Afghanistan",0,16,12,3,32.943065,70.752529,Pakistan
2018-02-11,"Gumh, Puntland, Somalia",0,3,3,18,32.446463,69.597624,Afghanistan 
2018-09-19,"North Waziristan, Pakistan",0,10,12,10,32.071099,45.388639,Afghanistan 
2010-09-12,"Maidan Shahr, Maidan Wardak, Afghanistan",2,3,3,18,34.171831,70.621679,Afghanistan 
2018-09-05,"Want Waigal, Nuristan, Afghanistan",0,6,2,8,32.264538,70.469224,Afghanistan 
2013-01-20,"Sayed Karam, Paktia, Afghanistan",0,2,3,17,13.879273,45.903968,Pakistan
