Date,Location,Suspected_Target,People_Killed,Min_Civilians,Max_Civilians,Latitude,Longitude,Country,Source
2015-08-04,"Sherzad, Haska Mina and Deh Bala, Nangarhar and Paktika, Afghanistan",0,56,0,0,34.092630,70.469224,Afghanistan ,Real
2015-08-08,"Gorgori, Haska Mina, Nangarhar, Afghanistan",0,10,0,0,34.171831,70.621679,Afghanistan ,Real
2015-08-09,"Nazyan, Nangarhar, Afghanistan",0,2,0,0,34.118171,70.752529,Afghanistan ,Real
2015-08-10,"Shonkorok Valley, Shegal, Kunar, Afghanistan",0,3,0,0,34.846589,71.097316,Afghanistan ,Real
2015-08-17,"Day Mirdad, Wardak, Afghanistan",0,4,0,0,34.216354,68.295173,Afghanistan ,Real
2015-08-17,"Chak, Wardak, Afghanistan",0,2,0,0,34.031203,68.572411,Afghanistan ,Real
2015-08-23,"Musa Qala, Helmand, Afghanistan",0,40,0,0,32.311872,64.811083,Afghanistan ,Real
2015-08-26,"Kotikhil, Shirzad, Nangarhar, Afghanistan",0,4,0,0,33.545187,69.357780,Afghanistan ,Real
2015-08-27,"Musa Qala, Helmand, Afghanistan",0,0,0,0,32.311872,64.811083,Afghanistan ,Real
2015-08-30,"Musa Qala, Helmand, Afghanistan",0,0,0,0,32.311872,64.811083,Afghanistan ,Real
2015-08-31,"Nahr e Saraj, Helmand, Afghanistan",0,2,2,2,31.658611,64.404444,Afghanistan ,Real
2015-09-01,"Musa Qala, Helmand, Afghanistan",0,0,0,0,32.311872,64.811083,Afghanistan ,Real
2015-09-06,"Garamser, Helmand, Afghanistan",4,11,0,0,31.132511,64.212898,Afghanistan ,Real
2015-09-06,"Maiwand, Kandahar, Afghanistan",0,0,0,0,31.499713,65.000853,Afghanistan ,Real
2015-09-08,"Ghazi Abad, Kunar, Afghanistan",0,2,0,0,34.6999992,70.7412452,Afghanistan ,Real
2015-09-10,"Gomal, Paktika, Afghanistan",0,5,0,0,32.434829,69.001648,Afghanistan ,Real
2015-09-13,"Marsangi, Lal Pura, Nangarhar, Afghanistan",2,4,0,0,34.354216,70.954680,Afghanistan ,Real
2015-09-17,"Melawe, Nazyan, Nangarhar, Afghanistan",0,5,0,0,34.118171,70.752529,Afghanistan ,Real
2015-09-29,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.661335,68.909580,Afghanistan ,Real
2015-09-29,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.661335,68.909580,Afghanistan ,Real
2015-09-30,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.661335,68.909580,Afghanistan ,Real
2015-09-30,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.661335,68.909580,Afghanistan ,Real
2015-09-30,"Kunduz airport, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.661335,68.909580,Afghanistan ,Real
2015-09-30,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,3,0,0,36.728590,68.868066,Afghanistan ,Real
2015-10-02,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.728590,68.868066,Afghanistan ,Real
2015-10-02,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.728590,68.868066,Afghanistan ,Real
2015-10-03,"Kunduz city, Kunduz city, Kunduz, Afghanistan",27,42,42,42,36.728590,68.868066,Afghanistan ,Real
2015-10-05,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,0,0,0,36.728590,68.868066,Afghanistan ,Real
2015-10-11,"Shurabak, Kandahar, Afghanistan",50,100,0,0,30.45,65.816666,Afghanistan ,Real
2015-10-13,"Nangarhar, Afghanistan",0,6,0,0,34.171831,70.621679,Afghanistan ,Real
2015-10-19,"Kharwar, Logar, Afghanistan",0,0,0,0,34.014551,69.192391,Afghanistan ,Real
2015-10-23,"Nazyan, Nangarhar, Afghanistan",3,6,0,0,34.118171,70.752529,Afghanistan ,Real
2015-10-23,"Achin, Nangarhar, Afghanistan",0,8,0,0,34.08218,70.667034,Afghanistan ,Real
2015-10-23,"Bandar, Achin, Nangarhar, Afghanistan",0,3,0,0,34.08218,70.667034,Afghanistan ,Real
2015-10-23,"Abdul Khel, Achin, Nangarhar, Afghanistan",0,10,0,0,34.053888,70.696111,Afghanistan ,Real
2015-10-27,"Syah Cho, Achin, Nangarhar, Afghanistan",0,11,0,1,34.08218,70.667034,Afghanistan ,Real
2015-10-29,"Nazyan, Nangarhar, Afghanistan",0,3,0,0,34.118171,70.752529,Afghanistan ,Real
2015-10-29,"Ghazi Abad, Kunar, Afghanistan",0,3,0,0,34.6999992,70.7412452,Afghanistan ,Real
2015-10-29,"Lal Pura, Kunar, Afghanistan",2,4,0,0,34.354216,70.954680,Afghanistan ,Real
2015-10-31,"Choni Sar area, Shultan valley, Shigal, Kunar, Afghanistan",0,2,0,0,35.118055,71.228333,Afghanistan ,Real
2015-11-04,"Achin, Nangarhar, Afghanistan",0,0,0,0,34.08218,70.667034,Afghanistan ,Real
2015-11-08,"Gulai, Ghanikhil, Nangarhar, Afghanistan",1,3,0,0,34.171831,70.621679,Afghanistan ,Real
2015-11-14,"Landi Kambo, Khogyani, Nangarhar, Afghanistan",0,12,0,0,34.229212,70.193208,Afghanistan ,Real
2015-11-17,"Behsood, Nangarhar, Afghanistan",0,8,0,0,34.453813,70.484843,Afghanistan ,Real
2015-11-18,"Babrak Thana, Khost, Afghanistan",0,21,0,0,33.333847,69.937167,Afghanistan ,Real
2015-11-24,"Dabila, Mohmand Dara, Nangarhar, Afghanistan",0,2,0,0,34.215777,71.026004,Afghanistan ,Real
2015-11-24,"Behsood, Nangarhar, Afghanistan",0,8,0,0,34.453813,70.484843,Afghanistan ,Real
2015-11-25,"Gagi Mountain, Ali Shir, Tere Zayi, Khost, Afghanistan",20,10,0,0,33.388710,70.169394,Afghanistan ,Real
2015-12-03,"Nakora, Chapa Dara, Kunar, Afghanistan",0,3,0,0,34.893888,70.774166,Afghanistan ,Real
2015-12-08,"Ador, Khogyani, Nangarhar, Afghanistan",0,11,0,0,34.266667,70.266666,Afghanistan ,Real
2015-12-13,"Marja, Sangin and Babaji, Helmand, Afghanistan",0,0,0,0,32.071099,64.852586,Afghanistan ,Real
2015-12-15,"Sher Khan village, Deh Yak, Ghazni, Afghanistan",0,9,0,0,33.468564,68.763191,Afghanistan ,Real
2015-12-19,"Bati Kot, Nangarhar, Afghanistan",2,3,0,0,34.263148,70.788209,Afghanistan ,Real
2015-12-22,"28th canal area, Ghani Khel, Nangarhar, Afghanistan",0,3,0,0,34.516667,70.149999,Afghanistan ,Real
2015-12-23,"Sangin, Sangin, Helmand, Afghanistan",0,0,0,0,32.071099,64.852586,Afghanistan ,Real
2015-12-23,"Atewishtama Wyala, Ghanikhel, Nangarhar, Afghanistan",0,3,0,0,34.171831,70.621679,Afghanistan ,Real
2015-12-29,"Masboud valley, Alishang, Laghman, Afghanistan",0,2,0,0,34.7,9999,Afghanistan ,Real
2016-01-02,"Shaltan Darra, Shegal, Kunar, Afghanistan",2,5,0,0,34.846589,71.097316,Afghanistan ,Real
2016-01-06,"Majah, Helmand, Afghanistan",0,0,0,0,31.517771,64.114227,Afghanistan ,Real
2016-01-08,"Maktab village, Pekha, Achin, Nangarhar, Afghanistan",2,17,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-08,"Kharkhez, Kandahar, Afghanistan",0,0,0,0,31.788010,65.570785,Afghanistan ,Real
2016-01-08,"Bermal, Paktika, Afghanistan",0,0,0,0,32.746111,69.297777,Afghanistan ,Real
2016-01-09,"Achin, Nangarhar, Afghanistan",2,20,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-09,"Shegal, Kunar, Afghanistan",0,10,1,1,35.118055,71.228333,Afghanistan ,Real
2016-01-10,"Bermal, Paktika, Afghanistan",0,0,0,0,32.746111,69.297777,Afghanistan ,Real
2016-01-10,"Bermal, Paktika, Afghanistan",0,0,0,0,32.746111,69.297777,Afghanistan ,Real
2016-01-14,"Abdulkhelo area, Bandar locality, Achin, Nangarhar, Afghanistan",0,12,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-16,"Unkown, Deh Bala, Nangarhar, Afghanistan",0,17,0,0,34.092630,70.469224,Afghanistan ,Real
2016-01-16,"Shabi Tangi, Haska Mena, Nangarhar, Afghanistan",0,22,0,0,34.171831,70.621679,Afghanistan ,Real
2016-01-19,"Deh Sarak, Achin, Nangarhar, Afghanistan",0,5,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-19,"Deh Sarak, Achin, Nangarhar, Afghanistan",0,5,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-22,"Khawajakhel, Arghandab, Zabul, Afghanistan",0,3,0,0,32.431900,66.674210,Afghanistan ,Real
2016-01-22,"Nangarhar, Afghanistan",0,2,0,0,34.171831,70.621679,Afghanistan ,Real
2016-01-22,"Abdulkhel area, Achin, Nangarhar, Afghanistan",0,3,0,0,34.053888,70.696111,Afghanistan ,Real
2016-01-22,"Gorgori, Haska Mena, Nangarhar, Afghanistan",0,10,0,0,34.171831,70.621679,Afghanistan ,Real
2016-01-23,"Bandar, Achin, Nangarhar, Afghanistan",0,3,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-23,"Nargusi, Achin, Nangarhar, Afghanistan",0,6,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-24,"Gurguri, Deh Bala, Nangarhar, Afghanistan",0,13,0,0,33.290775,70.794156,Afghanistan ,Real
2016-01-24,"Bandar Khwar, Achin, Nangarhar, Afghanistan",0,4,0,0,34.08218,70.667034,Afghanistan ,Real
2016-01-25,"Achin, Nangarhar, Afghanistan",0,5,0,0,34.08218,70.667034,Afghanistan ,Real
2016-02-01,"Momand, Achin, Nangarhar, Afghanistan",0,21,0,0,34.215777,71.026004,Afghanistan ,Real
2016-02-01,"Paktika, Afghanistan",0,19,0,0,32.264538,68.524714,Afghanistan ,Real
2016-02-02,"Bandar, Achin, Nangarhar, Afghanistan",0,3,0,0,34.08218,70.667034,Afghanistan ,Real
2016-02-04,"Daman, Marghay, Bermal, Paktika, Afghanistan",0,10,0,0,32.746111,69.297777,Afghanistan ,Real
2016-02-04,"Shiltan, Shegal, Kunar, Afghanistan",0,3,0,0,34.846589,71.097316,Afghanistan ,Real
2016-02-05,"Achin, Nangarhar, Afghanistan",0,16,0,0,34.08218,70.667034,Afghanistan ,Real
2016-02-08,"Bazaar, Achin, Nangarhar, Afghanistan",2,11,0,0,34.08218,70.667034,Afghanistan ,Real
2016-02-08,"Nad Ali and Greshk, Helmand, Afghanistan",10,15,0,0,31.664217,64.266149,Afghanistan ,Real
2016-02-11,"Gomal, Paktika, Afghanistan",0,13,0,0,32.434829,69.001648,Afghanistan ,Real
2016-02-15,"Nazyan, Nangarhar, Afghanistan",0,15,0,0,34.118171,70.752529,Afghanistan ,Real
2016-02-17,"Raghi, Gomal, Paktika, Afghanistan",0,6,0,0,32.434829,69.001648,Afghanistan ,Real
2016-02-18,"Raghi, Gomal, PAktika, Afghanistan",0,6,0,0,32.434829,69.001648,Afghanistan ,Real
2016-02-22,"Pekha Khwar, Achin, Nangarhar, Afghanistan",0,22,0,0,34.08218,70.667034,Afghanistan ,Real
2016-02-22,"Dand e Ghori, Pul-e-Khumri, Baghlan, Afghanistan",0,0,0,0,35.943802,68.709535,Afghanistan ,Real
2016-02-26,"Dadul, Gomal, Paktika, Afghanistan",0,3,0,0,32.434829,69.001648,Afghanistan ,Real
2016-02-28,"Mamand Dara and Pekha, Achin, Nangarhar, Afghanistan",0,7,0,0,34.215777,71.026004,Afghanistan ,Real
2016-03-05,"Mamond Dara, Achin, Nangarhar, Afghanistan",0,15,0,0,34.215777,71.026004,Afghanistan ,Real
2016-03-21,"Khwargai, Kot, Nangarhar, Afghanistan",0,8,0,0,34.263148,70.788209,Afghanistan ,Real
2016-03-22,"Janajal Ghondie, Kot, Nangarhar, Afghanistan",0,2,0,0,34.263148,70.788209,Afghanistan ,Real
2016-03-22,"Bandar, Kot, Nangarhar, Afghanistan",0,5,0,0,34.171831,70.621679,Afghanistan ,Real
2016-03-26,"Nangarhar, Afghanistan",0,11,0,0,34.171831,70.621679,Afghanistan ,Real
2016-04-05,"Kot, Nangarhar, Afghanistan",0,6,0,0,34.263148,70.788209,Afghanistan ,Real
2016-04-07,"Achin, Nangarhar, Afghanistan",0,4,0,0,34.08218,70.667034,Afghanistan ,Real
2016-04-07,"Dehrawood, Nangarhar, Afghanistan",0,3,0,0,32.623738,65.456431,Afghanistan ,Real
2016-04-07,"Nematabad, Gomal, Paktika, Afghanistan",0,14,14,21,32.434829,69.001648,Afghanistan ,Real
2016-04-14,"Achin, Nangarhar, Afghanistan",0,0,0,0,34.08218,70.667034,Afghanistan ,Real
2016-04-19,"Shadal, Achin, Nangarhar, Afghanistan",0,5,0,0,34.08218,70.667034,Afghanistan ,Real
2016-04-20,"Achin, Nangarhar, Afghanistan",0,4,0,0,34.08218,70.667034,Afghanistan ,Real
2016-04-28,"Narai Obam, Haska Mena, Nangarhar, Afghanistan",0,15,0,0,34.171831,70.621679,Afghanistan ,Real
2016-04-30,"Chaparhar and Haska Mina, Nangarhar, Afghanistan",0,38,0,0,34.092630,70.469224,Afghanistan ,Real
2016-05-07,"Khanashin, Helmand, Afghanistan",2,0,0,0,30.810909,63.769538,Afghanistan ,Real
2016-05-09,"Nahr Sufi, Chahar Dara, Kunduz, Afghanistan",0,12,0,0,36.599741,68.863499,Afghanistan ,Real
2016-05-12,"Zarmakhel, Pacheragam, Nangarhar, Afghanistan",1,1,0,0,34.074090,70.288452,Afghanistan ,Real
2016-05-16,"Gandeel, Watapor, Kunar, Afghanistan",0,3,0,0,34.910930,71.127398,Afghanistan ,Real
2016-05-17,"Shahjoy, Zabul, Afghanistan",0,5,0,0,32.503195,67.415892,Afghanistan ,Real
2016-05-18,"Mohammd Ghous, Ab Band, Ghazni, Afghanistan",0,1,0,0,32.983333,67.966667,Afghanistan ,Real
2016-05-22,"Asqalan, Kunduz city, Kunduz, Afghanistan",0,13,0,0,36.728590,68.868066,Afghanistan ,Real
2016-05-22,"Karkani, Achin, Nangarhar, Afghanistan",0,9,0,0,34.08218,70.667034,Afghanistan ,Real
2016-05-26,"Sarobi, Achin, Nangarhar, Afghanistan",0,6,0,0,34.631340,69.718267,Afghanistan ,Real
2016-05-26,"Pirakhel, Wazir, Nangarhar, Afghanistan",0,4,0,0,34.195889,70.158546,Afghanistan ,Real
2016-05-26,"Kot, Nangarhar, Afghanistan",0,2,0,0,34.263148,70.788209,Afghanistan ,Real
2016-05-26,"Elbak, Kandahar, Afghanistan",2,7,0,0,31.628871,65.737174,Afghanistan ,Real
2016-05-29,"Kangari Kando, Haska Mena, Nangarhar, Afghanistan",0,6,0,0,34.171831,70.621679,Afghanistan ,Real
2016-05-29,"Kata Sang, Shaha Wali Kot, Kandahar, Afghanistan",0,17,0,0,32.124645,65.380820,Afghanistan ,Real
2016-05-29,"De Bala, Nangarhar, Afghanistan",0,2,0,0,34.092630,70.469224,Afghanistan ,Real
2016-05-29,"Sayedabad, Maidan Wardak, Afghanistan",0,2,0,0,33.895518,68.763191,Afghanistan ,Real
2016-06-02,"Kharkot, Gayan, Paktika, Afghanistan",0,10,0,0,32.984041,69.430782,Afghanistan ,Real
2016-06-08,"Sar Rawza, Paktika, Afghanistan",0,2,0,0,33.004167,69.049336,Afghanistan ,Real
2016-06-11,"Sargardan, Hesarak, Nangarhar, Afghanistan",0,6,0,0,34.283562,69.883565,Afghanistan ,Real
2016-06-11,"Azara, Logar, Afghanistan",0,11,0,3,34.014551,69.192391,Afghanistan ,Real
2016-06-11,"Ghwagezai, Hesarak, Nangarhar, Afghanistan",0,6,0,0,34.283562,69.883565,Afghanistan ,Real
2016-06-14,"Karkanai, Achin, Nangarhar, Afghanistan",0,10,0,0,34.08218,70.667034,Afghanistan ,Real
2016-06-15,"Karkanai, Achin, Nangarhar, Afghanistan",0,21,0,0,34.08218,70.667034,Afghanistan ,Real
2016-06-18,"Taraki, Dasht e Archi, Nangarhar, Afghanistan",0,8,0,0,37.122858,69.158119,Afghanistan ,Real
2016-06-18,"Dara e Mohmand, Mazdaki, Abdulkhail, Achin, Nangarhar, Afghanistan",0,23,0,0,34.08218,70.667034,Afghanistan ,Real
2016-06-21,"Moghul Qeshlag, Imam Sahib, Kunduz, Afghanistan",0,5,0,0,37.157843,68.882423,Afghanistan ,Real
2016-06-22,"Pir Shah Khelo, Kot, Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan ,Real
2016-06-23,"Rahmati and Marsing, Lal Pura, Nangarhar, Afghanistan",3,7,0,0,34.1819776,70.6514757,Afghanistan ,Real
2016-06-25,"Sarak Payin, Chahar Dara, Kunduz, Afghanistan",0,7,0,15,36.599741,68.863499,Afghanistan ,Real
2016-06-26,"Kot, Nangarhar, Afghanistan",0,30,0,0,34.263148,70.788209,Afghanistan ,Real
2016-06-27,"Chahar Dara, Kunduz, Afghanistan",0,4,0,0,36.599741,68.863499,Afghanistan ,Real
2016-06-28,"Hazrat Sultan, Kunduz city, Kunduz, Afghanistan",8,14,0,0,36.728590,68.868066,Afghanistan ,Real
2016-06-29,"Gortipa, Kunduz, Afghanistan",0,10,0,0,36.728590,68.868066,Afghanistan ,Real
2016-06-29,"Dasht e Archi, Nangarhar, Afghanistan",0,10,0,0,37.122858,69.158119,Afghanistan ,Real
2016-07-03,"Ab Band, Ghazni, Afghanistan",0,12,0,0,32.983333,67.966667,Afghanistan ,Real
2016-07-03,"Mamond and Pekha, Achin, Nangarhar, Afghanistan",0,19,0,0,34.08218,70.667034,Afghanistan ,Real
2016-07-03,"Wazir, Khogyani, Nangarhar, Afghanistan",3,11,0,0,34.195889,70.158546,Afghanistan ,Real
2016-07-05,"Kot, Nangarhar, Afghanistan",0,12,0,0,34.263148,70.788209,Afghanistan ,Real
2016-07-08,"Achin, Nangarhar, Afghanistan",0,16,0,0,34.08218,70.667034,Afghanistan ,Real
2016-07-09,"Mamond Dara, Achin, Nangarhar, Afghanistan",0,4,0,0,34.215777,71.026004,Afghanistan ,Real
2016-07-09,"Kot, Nangarhar, Afghanistan",0,0,0,0,34.263148,70.788209,Afghanistan ,Real
2016-07-11,"Achin, Nangarhar, Afghanistan",0,4,0,0,34.08218,70.667034,Afghanistan ,Real
2016-07-13,"Mamond Dara, Achin, Nangarhar, Afghanistan",0,12,0,0,34.215777,71.026004,Afghanistan ,Real
2016-07-13,"Kharawa, Landai and Kochiano-ghnodai, Achin, Nangarhar, Afghanistan",0,26,0,0,34.08218,70.667034,Afghanistan ,Real
